353,I306184,Coached Session,9,2014
354,I306184,Coached Session + networking event,10,2014
355,I306184,Revision and Exams ,11,2014
356,I306184,BC400 Fundamentals ( Krishanthi ),12,2014
357,I306184,Oracle workshops ( Dani ),13,2014
358,I306184,ABAP Silver Cert -  (Fri 28th March 9-13.30 Welcome 101 lite),14,2014
359,I306184,BPPO Training,15,2014
360,I306184,openSAP Mobile Development Course:,16,2014
361,I306184,MCC Processes & Assign Mobile DR Customer 360 Reviews / Attend Critical Customer Calls (Sheila),17,2014
362,I306184,Syclo Mobile Overview (Sheila) Customer (Infrabel) mobile platform presentation research topics assigned (in pairs),18,2014
363,I306184,Customer (Infrabel) mobile platform presentation research topics assigned and to be presented by Fri 9th May (Sheila  James A.),19,2014
364,I306184,Attend Mobile Development EGI (Registration Required - delivered by Amabille - tbc),20,2014
365,I306184,Infrabel (James) & Severstal (Sheila) Service Wrap-ups / Syclo Service Manager Internal Install/Config Workshop (James A.) ( Fintan off Mon-wed ) Agnieszka off Fri ,21,2014
366,I306184,HANA Training - classroom,22,2014
367,I306184,Hana revision KPMG Escalation Experiences / Fiori Extensibility Workshop/Exercise (Brenda  Michael Z.),23,2014
368,I306184,Rapid Prototyping  Rapid Deployment Solutions for Mobile/UX (Johnny),24,2014
369,I306184,Fiori/UI5 Workshop,25,2014
370,I306184,Introduction to hybris (Sheila)  Installation & Configuration,26,2014
371,I306184,NA,27,2014
372,I306184,NA,28,2014
373,I306184,NA,29,2014
374,I306184,NA,30,2014
375,I306184,NA,31,2014
376,I306184,Last week. Agniesszka looking to extend internship for 1 year. Can complete project in eveninings,32,2014
377,I306866,Induction Week ,15,2014
378,I306866,EarlyWatch-SAPTECH - Good Fri,16,2014
379,I306866,Easter Monday EarlyWatch-UADM315,17,2014
380,I306866,Coached Session,18,2014
381,I306866,May Day Coached Session,19,2014
382,I306866,Revision and Exams,20,2014
383,I306866,Oracle workshops,21,2014
384,I306866,ABAP Fundamentals,22,2014
385,I306866,ABAP Silver Cert,23,2014
386,I306866,TPO Training,24,2014
387,I306866,TPO Coached Delivery,25,2014
388,I306866,TPO Coached Delivery,26,2014
389,I306866,TPO Coached Delivery,27,2014
390,I306866,TPO Coached Delivery,28,2014
391,I306866,NA,29,2014
392,I306866,NA,30,2014
