558,29,Java and EP Training,17,2014
559,29,NA,18,2014
560,29,EP / PI delivery Silvercert resit 8th May,19,2014
561,29,Shadow GLS & EW. Silver cert Fri,20,2014
562,29,Off fri 23rd,21,2014
563,29,Off Mon 26th,22,2014
564,29,Classic EP/PI sessions,23,2014
565,29,TBC EP/PI,24,2014
566,29,NA,25,2014
567,29,INNOJAM 26th & 27th,26,2014
568,29,Coffee Corner thurs 3rd 11am,27,2014
569,29,NA,28,2014
570,29,NA,29,2014
571,29,NA,30,2014
572,29,NA,31,2014
573,29,NA,32,2014
574,29,NA,33,2014
575,29,NA,34,2014
576,29,NA,35,2014
577,29,NA,36,2014
578,29,NA,37,2014
579,29,Last Week,38,2014
580,30,Induction Week,5,2014
581,30,EarlyWatch-SAPTECH,6,2014
582,30,EarlyWatch-UADM315,7,2014
583,30,Coached EW delivery ,8,2014
584,30,Coached EW delivery ,9,2014
585,30,Coached EW delivery ,10,2014
586,30,Revision and Exams ( SAPTEC Tues 11th and UADM315 Fri 14th @ 11 ),11,2014
587,30,St Patricks Oracle workshops,12,2014
588,30,ABAP Fundamentals ( Wed 2hrs networking ) Off fri 28th,13,2014
589,30,ABAP Silver Cert,14,2014
590,30,TPO training,15,2014
591,30,TPO coached del MAPFRE volunteering day 17th,16,2014
592,30,TPO coached del MAPFRE Off 22nd & 23rd,17,2014
593,30,TPO coached del SERCO,18,2014
594,30,TPO coached del SERCO Silvercert resit 8th May ,19,2014
595,30,TPO coached delivery Serco,20,2014
596,30,NA,21,2014
597,30,Hana Training,22,2014
598,30,HANA Practical/Exam,23,2014
599,30,BO T4 Perf Nov,24,2014
600,30,NA,25,2014
601,30,INNOJAM 26th & 27th,26,2014
602,30,Coffee Corner thurs 3rd 11am,27,2014
603,30,NA,28,2014
604,30,NA,29,2014
605,30,NA,30,2014
606,30,NA,31,2014
607,30,NA,32,2014
608,30,NA,33,2014
609,30,NA,34,2014
610,30,NA,35,2014
611,30,NA,36,2014
612,30,NA,37,2014
613,30,Last Week,38,2014
614,31,Induction Week,5,2014
615,31,EarlyWatch-SAPTECH,6,2014
616,31,EarlyWatch-UADM315,7,2014
617,31,Coached EW delivery ,8,2014
618,31,Coached EW delivery ,9,2014
619,31,Coached EW delivery ,10,2014
620,31,Revision and Exams ( SAPTEC Tues 11th and UADM315 Fri 14th @ 11 ),11,2014
621,31,St Patricks Oracle workshops Off thurs 20th,12,2014
622,31,ABAP Fundamentals ( Wed 2hrs networking ) Off thurs 27th,13,2014
623,31,ABAP Silver Cert,14,2014
624,31,BPPO training,15,2014
625,31,Volunteering Mon 14th  Tues 101 lite coached delivery  BPPOSERVICOS ADMINISTRATIVOS Off Fri,16,2014
626,31,Off Tues & Wed 22nd & 23rd coached del  BPPO PT PRO - SERVICOS ADMINISTRATIVOS.,17,2014
627,31,sick 30th,18,2014
628,31,BPPO coached del - 73264220 Birds Eye Silvercert resit 8th May,19,2014
